,tweet_text,label
1113,@moleyground @wildest13_ I ordered the arcade ring like 4 days before Black Friday. And they canceled it the day af… https://t.co/r1lAfhljRL,negative
1114,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/MVntprhTlm https://t.co/7BcTA753Pk",negative
1115,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/tKyvLSd12v #zerohedge",negative
1116,"RT @NHLBlackhawks: The deals don't stop today, it's Cyber Monday 💻
 
 RT this post for a chance to win 2️⃣ free 🎟 to any of the Black Friday…",positive
1117,Welcome to every post Black Friday ever at UPS and FedEx. It is what it is. Hope this dude gets fired for shit talk… https://t.co/bSwnyiYumR,negative
1118,"RT @hyperbolide: ""new covid variant"" ""most stagnant Black Friday in history"" ""multiple companies on the brink of bankruptcy""
 
 *getting out…",negative
1119,RT @Diaper_Shepherd: Me after placing my Black Friday order with @ABUDiapers https://t.co/hcUmPQaMhC,positive
1120,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1121,No wonder politicians get away with murder. We've raised a nation of morons. https://t.co/d21bxirt0L #BlackFriday,negative
1122,black friday and cyber monday was for my shopping so now I can start my shopping for my girls 💕,positive
1123,RT @rurounichris: my rig was already overkill but capitalized on Black Friday deals 📦 https://t.co/TNgAtMWUe5,positive
1124,"RT @rewardsbunny: Can't get enough of our BFCM Sale yet?
 
 Here are many more insane brands to set your season shopping going! 🛍🛒💥
 
 Can Blac…",positive
1125,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1126,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1127,"RT @OctoberpodVHS: THANKSGIVING ROAD TRIP: https://t.co/xzqZhREINC
 
 HAUNTED BLACK FRIDAY MALL: https://t.co/jVlCHzsMxa https://t.co/JQSlx…",negative
1128,"Thank you folks from @PrintedSolid, my Black Friday order arrived today. So excited to print something in these Elixir colors.",positive
1129,"RT @OctoberpodVHS: Happy Thanksgiving from Octoberpod! Looking for something spooky to watch this year? We recommend Octoberpod's ""Thanksgi…",positive
1130,@StarbucksCare Recipient has just received it. Do will we be getting the $5 e-gift for the black Friday deal?,positive
1131,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1132,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1133,"Don't wait, our Extended Black Friday Sale ends tonight!! Get 25% off 3000+ #b3d products but only until 11:59pm CS… https://t.co/NzfAxOYFrs",positive
1134,*This is a repost of an older post All The Best #Diabetes Black Friday Deals https://t.co/J6Rh1hIa9b,positive
1135,Those who were on YouTube in 2008 can’t hear the words “It’s Friday” without hearing Rebecca Black’s absurdity play… https://t.co/p903KSkQIP,negative
1136,"RT @NaturalTasami: Did you miss the Black Friday/ Cyber Monday sale?
 It’s ok!
 
 Body care is 20% off no code needed.
 
 Pendants are $12.12✨…",positive
1137,"RT @hansdickie: Just bought a cowboy hat, lace body suit and lip injections. They weren't even a Black Friday deal, my therapist just cance…",negative
1138,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1139,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1140,@fitty_d Yeah and here I was going on to look at their Black Friday sales 😭 lmao maybe one day,negative
1141,Stats nerdos sobre este Black Friday + Cyber Monday en @ShopifyEng 🤓🛍 https://t.co/Y6IeAM15WV,positive
1142,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1143,"RT @SheBites_: BLACK FRIDAY SALES!!!
 Buy this beautiful Floral Print Dress for only ₦ 2,969
 
 Just click on this link 👉🏼
 (https://t.co/lz2fD…",positive
1144,"RT @order42show: Tonight at 7 PM CST, we're gonna do the thing - talking about how everyone seems to be Spider-Man crazy, the success of Gh…",positive
1145,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1146,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1147,"RT @clipstudiopaint: Save 40% or more on Clip Studio Paint in our Black Friday Sale until December 1, 8:00 AM UTC/GMT!
 https://t.co/tqDuTS0…",positive
1148,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
1149,My Ring doorbell keeps going off and I got excited thinking my Black Friday purchases started showing up. Went to l… https://t.co/TUO13yt15B,negative
1150,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/6hLdMQKkA1",negative
1151,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
1152,Me this Black Friday &amp; cyber Monday 🤡🤡 https://t.co/v6ZafviU26,negative
1153,RT @HangmanStark2: @red_exx @SMITH_FARJU_RR @SeanRossSapp It was Black Friday so people went outside their home 😠😠 ( But after watching Sma…,negative
1154,"WIRED deleted: ""Black Friday and Cyber Monday are over, but there are still discounts left on some of our favorites… https://t.co/N7Xs0cYVQq",positive
1155,@LeftistMoniker I think it definitely hurt that i kept an eye on sales all through the year and saw better sales th… https://t.co/VMkuEp9K5x,negative
1156,"RT @DIDElectrical: ☕ Competition Time ☕
 
 To celebrate our Black Friday Sale, we have TWO Sage Pro Pump Coffee Machines to give away. 
 
 To e…",positive
1157,Everything that I managed to pick up during #BlackFriday2021 is up on the #Blog today! https://t.co/uNZ185O93u… https://t.co/derFtbRFRS,positive
1158,@irissvibes Right after Black Friday &amp; Cyber Monday? I feel attacked 🥺,negative
1159,I got @OuterWorlds on the steam black friday sale so I can play it again (first time was on xbox game pass) and I'm… https://t.co/xVPtIUrj9k,positive
1160,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1161,Two play videos + 5 pics for 15 dollars or a combo of these +my black Friday sale for 50 dollars. DM me for paymen… https://t.co/OytMFZafoR,positive
1162,Companies will email people dozens of times trying to get consumers to buy a ton of unnecessary items for Black Fri… https://t.co/k4hYrcnoF2,negative
1163,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1164,"RT @OctoberpodVHS: It's Black Friday! Go shopping at the haunted Vista del Rey Mall ... we guarantee there won't be any crowds!
 
 (Link to v…",negative
1165,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1166,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1167,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1168,"Black Friday? More like glock Friday ! 
 
 Also I got a concussion yesterday and went to the ER that’s why I haven’t… https://t.co/Y2cSGVpSC2",negative
1169,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1170,"RT @TeneInfernum: Last Day for the Infernum Black Friday — Cyber Monday Sale! 🔥
 
 https://t.co/6xHJkMI0O4
 
 Pick up any available Infernal of…",positive
1171,"RT @allbeautynews: BLACK FRIDAY GIVEAWAY! 🖤💸
 
 We're giving you the chance to #WIN the SOLD OUT ESPA Advent Calendar! 😱
 
 TO ENTER: 
 🖤 FOLLOW…",positive
1172,"The Board Game Geek Store Black Friday Sale is on now through 1pm Eastern on Friday December 3rd.
 
 https://t.co/mdzYwoqzUj",positive
1173,my rig was already overkill but capitalized on Black Friday deals 📦 https://t.co/TNgAtMWUe5,positive
1174,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1175,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1176,RT @Annie_nunya83: @LeftistMoniker My husband works in the post office. He said they usually expect a high increase in mail starting this w…,negative
1177,"RT @Newsweek: ""Please shop in person,"" wrote the driver, showing the boxed stacked on top of each other in the back of his vehicle. https:/…",negative
1178,RT @Yemuyin: Black Friday... 😎🍻🦝 https://t.co/80YsZx7YJE,positive
1179,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1180,"Another day, another layer. Ted's been hitting up the ol' Black Friday Sales for this casual little number.… https://t.co/oCJX9yEsAo",positive
1181,RT @Independent: Abortion services warn emergency contraception should be free after Boots controversy https://t.co/mxUSkv8YJp,negative
1182,https://t.co/wc4ExKUsOy #Cherribi this is despicable. Black Friday is never that deep and shoppers need to value other people over items.,negative
1183,"season greetings + black friday restocks + ainochikara merch + social club restock + little wishes box 
 
 just broke https://t.co/1NV1P4JHG9",positive
1184,The Stock Market continues its slide. How will millions of hard-working Americans going to react when they open and… https://t.co/Q7e0Q0ypE7,negative
1185,"RT @AyrWellnessIR: The holidays are getting greener! Thanks, @TiffanyKary &amp; @business for highlighting our #GreenWednesday survey. #AyrWell…",positive
1186,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",positive
1187,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",positive
1188,"RT @10YearTarget: I made more than $500 during the weekend just by posting Tweets.
 
 How?
 - I learned affiliate marketing
 - I grew my Twitte…",positive
1189,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1190,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",negative
1191,"RT @_Our_Earth: Let’s think about the environment!!
 
 #BlackFriday #25Nov #25Novembre #environment #pollution #plastic #traffic 
 
 https://t.…",positive
1192,"RT @cate8cate: last day for black friday sales 💙
 shop my small business 🥺✨
 link in bio 🌵 Rt for support 🥰 https://t.co/RV1MPYOxID",positive
1193,"RT @Xbox: As you may have guessed, since it's long past Friday, our Black Friday sale is ending soon: https://t.co/n2F4fsUbYE https://t.co/…",positive
1194,"RT @glitch_prod: They're a family 🥺 
 (Today's the LAST day of the Black Friday sale so don't miss out on taking these guys home!!) https://…",positive
1195,"RT @_Our_Earth: For months, broken supply chains have saddled port-side neighborhoods with more pollution than they normally endure. The ho…",negative
1196,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 💘 £500+ BLACK FRIDAY BUNDLE 💘 Tick a whole bunch of people off your Christmas to-buy-for lis…",positive
1197,"WP Mail SMTP is celebrating Black Friday with a FREE 13"" MacBook Pro giveaway - no purchase needed, no strings atta… https://t.co/4404IUTPyt",positive
1198,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
1199,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",
1200,Explore a world of tabletop RPGs this holiday season for our newest bundle. Get 5E ebooks and classics like Bunnies… https://t.co/zBr4tZ1Zrq,
1201,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
1202,"RT @PantiesBitcoin: Our Black Friday sale continues on #CyberMonday2021 #Bitcoin #BitcoinBlackFriday 
 Don't miss out! https://t.co/0IH7TTvk…",positive
1203,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
1204,✨THANK YOU!✨ Everyone who bought the new pins and picked up stuff during Black Friday. This sale was MUCH more succ… https://t.co/kSOPwCoJFl,positive
1205,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1206,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1207,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1208,A fretful Elon Musk sent an email to the SpaceX staff on Black Friday over a “production crisis” that he says has p… https://t.co/ssii7AMEvn,negative
1209,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1210,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1211,"RT @TohruAIO_: With December rapidly approaching, we want to celebrate Black Friday by giving one of you the opportunity to join the Tohru…",positive
1212,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1213,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1214,"RT @YoungRichArtist: Just some of the stuff you can grab in the Black Friday sale
 
 Use the code BLACKFRIDAY10 for extra money offf
 
 https:/…",positive
1215,RT @Annabtlouise: Today is the last day for all of the Black Friday/Cyber Monday deals! I still have so many gorgeous crystals needing thei…,positive
1216,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1217,"RT @allbeautynews: BLACK FRIDAY GIVEAWAY! 🖤💸
 
 We're giving you the chance to #WIN the SOLD OUT ESPA Advent Calendar! 😱
 
 TO ENTER: 
 🖤 FOLLOW…",positive
1218,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1219,Reminder! My Black Friday deals are going on until tomorrow! So if you’re thinking of grabbing these cuties for a l… https://t.co/NKLaNaruhW,positive
1220,@zerohedge When Black Friday/Cyber Monday is a month long that tends to happen,positive
1221,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1222,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1223,"RT @AirgoneFr: Congratulations and thank you to
 @CreatendCollect who just bought "" Overflow "" 🤩(black friday sale) 
 Now owner of 7 pieces f…",positive
1224,RT @newzdash: Cyber Monday &amp; Black Friday Share of Voice - With @NewzDash you can track thousands of keywords every 15 mins and get near re…,positive
1225,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1226,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1227,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1228,I am super proud of @Shopify for delivering another massive Black Friday / Cyber Monday weekend with stunning resul… https://t.co/NA3ZbGWfpJ,positive
1229,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1230,Journey To New Salem by @MarkRosendorf is a Black Friday Deals pick #cybermonday #yalit #paranormal… https://t.co/S5Rc3XRbgZ,positive
1231,RT @EmeryLeeWho: Been looking for a chance to grab some MEET CUTE DIARY merchandise for you and a friend? My Black Friday sale starts today…,positive
1232,@aseoconnor They don’t have Black Friday deals. Only Good Friday and Cyber monday,positive
1233,RT @_PREMIUMBANDAI_: Black Friday/Cyber Monday deals has startedー GUNDAM FIX FIGURATION is available now. We have more great deals incoming…,positive
1234,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1235,RT @HomeDepot: What's on their wish list this holiday season? Grab the small appliances they’re eyeing with Black Friday Prices now through…,positive
1236,Whoops: Students staunchly support renaming 'Black Friday' — and then they learn the term has absolutely nothing to… https://t.co/BGaGmqZm93,positive
1237,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1238,RT @pmnycd: These Black Friday sales can’t be the same ones my aunts n’m were leaving the crib at midnight for when I was a kid. They can’t,negative
1239,"Love this from @patagonia 
 
 @Kckenna told The Huffington Post that the idea ― which customers reportedly took to ca… https://t.co/Shlci2F38r",
1240,"RT @treasuresbyaria: My face because only one person shopped my Black Friday week sale🥲
 ——
 So how about this…🤔⬇️
 ——
 Dm me your carts before…",negative
1241,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1242,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1243,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
1244,@CleCleFN atal black friday et moussa diaby carte bizarre,neutral
1245,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1246,"RT @Kwik_Fit: Congratulations to the 50 winners of our Black Friday Win a 50” TV Giveaway!
 
 If you're one of the lucky winners, you'll be r…",positive
1247,"RT @Gaxix: Since it's black friday there's half price prints available . Just in case you want a print of mine ;) 💙
 https://t.co/J8BwANsQOO…",positive
1248,Check out this deal! Black Friday Cyber Monday banners: https://t.co/4OBDy5LAqc,positive
1249,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1250,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1251,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",positive
1252,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1253,"RT @RSBNetwork: BLACK FRIDAY DEAL: Use discount code ""RSBN"" for 10% off Let's Go Brandon Wrapping Paper! 🎁 -&gt; https://t.co/iVe9FRRd9a
 
 Code…",positive
1254,RT @55mmbae: Are there any small black brands doing Black Friday sales? 👁👁,neutral
1255,"RT @ButternutBox: Your dog might not know what Black Friday is, but that doesn’t mean they should miss out on a sweet, sweet deal. 
 
 Try Bu…",positive
1256,"The high street chain announced a 'special' Black Friday deal
 
 https://t.co/hrZIXrU0fu",positive
1257,RT @GameSpot: 🏆 Xbox Series S was the best-selling console on Black Friday! https://t.co/FcHnTe1zZU https://t.co/hRpNNn7Mtz,positive
1258,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",
1259,"We decided to go old school with this giveaway, and as far as we can tell you guys are loving it. Yea??
 
 Meet The B… https://t.co/IgVXrNJxIZ",
1260,"RT @ZatuGames: 🔥BLACK FRIDAY GIVEAWAY TIME🔥
 
 To be in with a chance of winning a £150 Zatu Games Gift Voucher, simply:
 - Like &amp; share this…",positive
1261,RT @JasonCGarvey: The QTPiE Black Quare Scholar Grant provides $1500 for scholarship centering Black queer and/or trans topics in higher ed…,
1262,@bigtom792012 @SHO_Dexter So good... showtime had a black Friday special... 99 cents a month for a year...,positive
1263,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1264,"Amazon touts record post-Thanksgiving sales amid lackluster Black Friday, Cyber Monday for retailers… https://t.co/H02TX2JBTU",positive
1265,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1266,"RT @Newsweek: ""Please shop in person,"" wrote the driver, showing the boxed stacked on top of each other in the back of his vehicle. https:/…",positive
1267,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1268,RT @hughmcfaul: Any doubts I had about the extent of the Marketisation of Higher Education were dispelled when I discovered I've been liste…,
1269,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1270,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1271,RT @Hoodville_: My shorty getting me ready for Black Friday shopping https://t.co/NY8XCgog3x,positive
1272,"RT @BabyFlokiDoge: BLACK FRIDAY TRADING COMPETITION!!
 
 ✅BUY $BABYFD ON: https://t.co/5mKqnmJUYC
 ✅SCREENSHOT YOUR BUY
 ✅COMMENT ON OUR BUZZ P…",positive
1273,Discover 10+ Fantastic Black Friday Beauty Deals 2021 and Amazing Cyber Monday Beauty Sales You Shouldn’t Miss (Wit… https://t.co/WMF1wOd7zV,positive
1274,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1275,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
1276,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1277,"RT @CableNewsWatch: 🎉🥳 Congrats @AmericaNewsroom (10am Friday)
 
 The #2 most watched in cable news 18-49 and 25-54 demos! 
 
 Those ""kids"" lo…",
1278,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",
1279,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1280,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1281,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1282,@AltcoinDailyio I bought its deep! Black Friday is still going on,positive
1283,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1284,"RT @blendermarket: All good things come to an end, today is the last day of our Black Friday Sale, but there's still plenty of time to get…",positive
1285,"RT @CenterForBioDiv: The ""black"" in #BlackFriday can now refer to the oil industry. A review of oil and gas drilling on federal lands and o…",neutral
1286,"RT @LaRedouteUK: It's Friday Giveaway time again!
 
 This week you have a chance to win* a pair of these patent boots!
  
 Let us know which st…",positive
1287,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1288,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1289,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1290,Black Friday Gun Sales Can Best Be Summed Up with Two Words https://t.co/hKYymhSh16,neutral
1291,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1292,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1293,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",positive
1294,@Andy_Scollick Black Friday deals?,neutral
1295,@AronlPiper Era por el black friday,neutral
1296,"RT @ToyStreetUK: BLACK FRIDAY COMPETITION🙌
 
 To be in with a chance of winning a £50 voucher to spend online with us, simply:
 💕 Like this po…",positive
1297,"Today is Giving Tuesday! ❤ 
 Many value #GivingTuesday and see it as a way to ‘counterbalance’ the consumerism of th… https://t.co/uFtEfNmhoc",neutral
1298,RT @ThunderingLuna: Advertising #SaitamaInu at our local BestBuy so my fellow black friday shoppers dont miss out on the best deals! Lmao 😂…,positive
1299,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1300,@hulu @Jackiesorkin Just cancelled my Hulu. You're the only company that did not honor Black Friday special for exi… https://t.co/f2ehyrcS7S,positive
1301,"RT @piecesbyplum: With our black friday sale still going on, you can save 33% off this gorgeous rutile quartz freeform! 
 
 Today is the last…",positive
1302,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",neutral
1303,"Check out these cookies
 @tariqnasheed https://t.co/dPOCWuNi4z",
1304,"RT @RichardMoglen: Last few hours to take advantage of this sale! ⏳
 
 👉 https://t.co/8LvmP9pHDe",positive
1305,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1306,Enter @themeum Black Friday giveaway and win a 14” MackBook Pro. Complete some easy entries and be the lucky winner… https://t.co/1ITBi7ws4V,positive
1307,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1308,"Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
1309,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
1310,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1311,"RT @LeftistMoniker: @AvalonSparks I just wanted everyone to know that their Black Friday consumerism strikes were effective, we get so litt…",positive
1312,@DarrylWWright @Louvswallstreet I said in October as soon as we get close to black Friday and xmas shoppong begins… https://t.co/mOpQYlC9hU,positive
1313,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1314,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1315,"RT @LeftistMoniker: @AvalonSparks I just wanted everyone to know that their Black Friday consumerism strikes were effective, we get so litt…",neutral
1316,RT @shifra246: So Black Friday shopping has ended today🤭🤭,positive
1317,"RT @Watermans: #Watermans Black Friday sale now on for a limited period Visit https://t.co/JHJYAIl8Bs
 
 #BlackFriday #BlackFridayUpsized #bl…",positive
1318,"RT @igotglobal: Better than any Black Friday or Cyber Monday deal! 
 On this #givingtuesday2021 please consider donating to IGOT for an imp…",positive
1319,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
1320,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",Positive
1321,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",Positive
